id,name,type,industry
Cert_a91593a45b6eceaae2a0478cc243543184d325720bc3f19f91982450b6af57e2,a91593a45b,Cert,[]
Cert_c22fc138cc2be15458f09a60abc254ca7766ecb463782233ac843f293a497bce,c22fc138cc,Cert,[]
IP_fbbba09f972cbbefcc14a33e87ec12e29cfecf1879b0dd847ba14d2038ef8e21,103.253.xxx.xxx,IP,[]
Domain_4badd3f3ae6f250c6c4b61e49d919d6c7626a1408e04c00b093e833677a57f06,4badd3f3ae.com,Domain,['B']
Domain_81d0c67eefd7057c3fe3266bcb6772c6e6b68dbfb624dcc99d24a5019e4a8b2d,81d0c67eef.com,Domain,['B']
Domain_fe0c5d24484c368e7a3434fd2d09165385f238f367c529ccc62a1c809104ffb2,fe0c5d2448.com,Domain,['B']
Domain_2d06c97ce3e040e47dbc3699fb566bddd83c06482ba1f54afaecde2a4f708a9b,2d06c97ce3.com,Domain,['B']
Domain_a2ab9b9d4a58d1174180284f0d8e31e277f5c5b0b8e0309db1e82c061555b081,a2ab9b9d4a.com,Domain,['B']
Domain_092d2f0bd10d12678ddca5b6ead593d9d4ae4b0cd8e7b6539997b7d976cacf64,092d2f0bd1.com,Domain,['B']
Domain_b3ca09a90a9ec1ed299658223de250f5aebc1f020aeda65e7c22a8a7a13a4112,b3ca09a90a.com,Domain,['B']
Domain_a86393e829d7772cfe793117c2196a4896c7d881ff249c8f6969ec370479fddc,a86393e829.com,Domain,['B']
Domain_61e1fdce7d6b8a011a5952d0e76803308372ee7425a026887bcfadb01cd145a9,61e1fdce7d.com,Domain,['B']
Domain_fd37a657014b2c45570386500ca45340b6da61096107422f9a2975d8776312a1,fd37a65701.com,Domain,['B']
Domain_187f1d1a5bb53daeb7e0d3528546230e38d68b38a30f76d0e88859db1b592cb2,187f1d1a5b.com,Domain,['B']
Domain_7875ab96029b22c001b484e5ff13fde602e5a70e2a60c7f29b8d2eff4f176e79,7875ab9602.com,Domain,['B']
Domain_5796aee4449ef44254c94a5882bce9f2ee939ca747acf51491279f839dad082a,5796aee444.com,Domain,['B']
Domain_d3654e3eaba2cbcf9ab2ab1172a5127c8de8af14510d4a7c642d1f22d0b68f0e,d3654e3eab.com,Domain,['B']
Domain_5b33c4d08c55f72cae1b2649c0103e47d35b81e10cc62d9c1c172d847f71ac9d,5b33c4d08c.com,Domain,['B']
Domain_99caf71f0d87cfbebfb2acc35e02b3708eaa0a923cfc02aafa8a7edc2c651338,99caf71f0d.com,Domain,['B']
Domain_a849715b769726e68a2213e9c9a7e8621d75b4355e8ec29857a759c3176d672b,a849715b76.com,Domain,['B']
Domain_9f6518cf6462fefebe2ef60c8f11e75bd24c33f572ae06790fbef8868a2eacfd,9f6518cf64.com,Domain,['B']
Domain_acc69083bc9107cdb4b3629db62b1cd4d98d40b5fc7ef6f0779b006ae2199649,acc69083bc.com,Domain,['B']
Domain_e18c0d498aed24c22387ba93289176e25b79acc375eb531df10a0c17cedc6406,e18c0d498a.com,Domain,['B']
Domain_556d5fe57f0728a549d8e4365796e4dd36336d737c866b55f062e999b213d93d,556d5fe57f.com,Domain,['B']
Domain_0d4d2648407190f495d0217e81e2fcccb8b3d2cbf939c9967389b872e9011ec8,0d4d264840.com,Domain,['B']
Domain_a957d9d0c4fc1ac42a0cf1049dc4989fd32578455307aa3c648e1cb1e6ee8855,a957d9d0c4.com,Domain,['B']
Domain_bf67725ce5ec64a05546ef4ac3ab4e1241738a9cfccda183b82e961178d1c581,bf67725ce5.com,Domain,['B']
Domain_a4030070f08fa1058f83a6bf0d647cd69efa9962ae1fcaa17e37d5912bfdc3f9,a4030070f0.com,Domain,['B']
