id,name,type,industry
ASN_894a39aa8f6405a82567c5c1832fd3a6b110552c2fe84eafa929a3e603fc4387,AS_894a39aa8f,ASN,[]
Cert_21e0b92b919147be6c9929aa8632ac9aa01666730452ff9765c89323095c2985,21e0b92b91,Cert,[]
IP_f7d403ede756e3c6180ed58e76fc175b357bde3730d6d23245aadf93dcd8046f,122.10.xxx.xxx,IP,[]
Cert_2a5008ab17cd027be9d4855903225b0845fbce0ca38c6a1b35bf04426352408a,2a5008ab17,Cert,[]
ASN_3acb98d8043248d884b0236acff6e75a199b89dff521dcc142d59df236c7992e,AS_3acb98d804,ASN,[]
ASN_a481be210502d330728e758a1308cdec1d0b80e58639ed06412a239836951934,AS_a481be2105,ASN,[]
IP_CIDR_c341ec81660fe5d8559712e143efd4ba032b0125d46c0130e1797eb4f5692431,103.253.xxx.0/24,IP_C,[]
Cert_0335aa1581ca56f1a536c2cdf6178f3be17d1511a5fbd82debfc2f8d5a9c5f6f,0335aa1581,Cert,[]
IP_CIDR_2e74bbe7a5e98f6483952784701fa3ff814d5847791c5878f4e425b4f4432d9c,122.10.xxx.0/24,IP_C,[]
Domain_dc5ff4027af5b74c5e21c904e5983e36a2940ebf631d4b7527bbd5fd3710f0b7,dc5ff4027a.com,Domain,"['A', 'B']"
Domain_f12a3c29e36bb246b3112b7ff22b351099fee68579c3a5f98f947cfa3cece80d,f12a3c29e3.com,Domain,"['A', 'B']"
Domain_6cc96f7ff824d94eb2c58f3c17593de4f3371ef5a5b9a52f1296c211287939c2,6cc96f7ff8.com,Domain,"['A', 'B']"
Domain_990932bd5686b8ba7494f58c52189c13bedd1b71a9e859d448420df57530c0af,990932bd56.com,Domain,"['A', 'B']"
Domain_4d0eae8381dd00871515e637037f6db2794dbec49cca2eda0ed4d8c5033b0c32,4d0eae8381.com,Domain,"['A', 'B']"
Domain_5fb7f669b3e52ee90ea5c193349c15bccb5319ba3441552127971b801f3407e6,5fb7f669b3.com,Domain,[]
Domain_99900de4a07d0d95434d1180ab4aa7f8a8089345fb8f7394e305deebc534e7f7,99900de4a0.com,Domain,"['A', 'B']"
Domain_2c547fe56f4927d0bebd7a4e9f3a6722ca26ddb627341a2c32584c2dcde271af,2c547fe56f.com,Domain,"['A', 'B']"
Domain_4ba954819aa7ba729c2af989fa8e97008d7651e1c3a07e0effb4b502c953dae3,4ba954819a.com,Domain,"['A', 'B']"
Domain_1405a5370f9e69dc8426c6ab8e846f8f6114168eee03ddc20b13bc693531fb68,1405a5370f.com,Domain,"['A', 'B']"
Domain_4eadc69eb964015df34fac6feb79b71ef7a13fbe8b13086fdccc3d29caf81f49,4eadc69eb9.com,Domain,"['A', 'B']"
Domain_aa350cc1701a89ef45aef167b94d1dd3a1a2acc7f282c5785ed438d74465c849,aa350cc170.com,Domain,"['A', 'B']"
Domain_8d3e43cb8deddaf344c3245db0a1ea5293d730e028e6bc1e9d82cf14ab92bd08,8d3e43cb8d.com,Domain,"['A', 'B']"
Domain_cc97147ecad04a141acf77ce3ca477871857227e475d02a851fabb6c89aec6a6,cc97147eca.com,Domain,"['A', 'B']"
Domain_77faf20fa87a52850ba6ff9881950879c74b01dfb26d4de71955f4fdb1b4c4d5,77faf20fa8.com,Domain,"['A', 'B']"
Domain_3a7971c7188d7d05f82466660895804b38ba8167412737c4ec6f6d9d0bb38fad,3a7971c718.com,Domain,"['A', 'B']"
Domain_b0804635a6b9fb3118bd17d03ee685ba9044ba785c3b12d27b2d5c2cbb947bc9,b0804635a6.com,Domain,"['A', 'B']"
Domain_2bfbeb074b65e9540e1cb0e987411e5cb4400ab0e6576bfa49c1e16ce0193216,2bfbeb074b.com,Domain,"['A', 'B']"
Domain_46678a347cfc79345c1dc22215d38508c8520362e99892f558c07034061b805c,46678a347c.com,Domain,"['A', 'B']"
Domain_2961edfb9c1f4b12b29ce08209cc82256a32318c0622f70e08294e0319b0eb7e,2961edfb9c.com,Domain,"['A', 'B']"
Domain_8785c043a43b5d98ae78948c5b814d159f82242ca9b357da0c8624140ebc54fa,8785c043a4.com,Domain,"['A', 'B']"
Domain_5d886916151f1b49748681281fb054120edc83f876b2c6b1ecd6a16b13019be7,5d88691615.com,Domain,"['A', 'B']"
Domain_5c59b265f6265035cbdfd5c02976b361c1ac08c853b83bb79f83783169ca74b1,5c59b265f6.com,Domain,"['A', 'B']"
Domain_5828afa7b223e1a72654a5fe767cd892e46f8cf1be05a1a29e8719ae84d301ae,5828afa7b2.com,Domain,"['A', 'B']"
Domain_4575b102626ff409240ccc96e0dadfe35a6c5a6906e2e798f3557eef86b0d62f,4575b10262.com,Domain,"['A', 'B']"
Domain_c379e196394439bc1ffe68cf0dd0482135cb4890ea7daa11c3f30304fb1c83c1,c379e19639.com,Domain,"['A', 'B']"
Domain_197a8b7886eddcf5227cbc2507b48a4e04b7d81d5f25a7f071a756d860b0b345,197a8b7886.com,Domain,"['A', 'B']"
Domain_33cd0f3be6fe0a1d74f5ed98a539ab9f0bf18925a09c44e9ce3d867da2149f57,33cd0f3be6.com,Domain,"['A', 'B']"
Domain_d4d37f228be6a994311a5b02dd4b496f813ad63c25c584db2a82078331850ec3,d4d37f228b.com,Domain,"['A', 'B']"
Domain_0fab257471505dda2f5a5bc26d0e7338ccfb0083a0f219d62e0fc03f05dca734,0fab257471.com,Domain,"['A', 'B']"
Domain_a234605e3f4e03f13d2dd46a63092b8793de3d7ccb698a50243dfab1ba9a02d8,a234605e3f.com,Domain,"['A', 'B']"
Domain_517cde5aaf0aad2a51c79bb24be2ac7ec1aca6ed17af41f784ed8c18cee0b2d1,517cde5aaf.com,Domain,[]
Domain_141485bf484d34f291266a1f5a8321e37c8b686d5c9c2473cf3d1423bfd3306d,141485bf48.com,Domain,"['A', 'B']"
Domain_d9d498e0239629ad4b831a460de09794421cb8bd524dcde8d54ebb7d0af7a45e,d9d498e023.com,Domain,"['A', 'B']"
Domain_67df97173caeeaea61a879cf5863f0e2ebac95f5741e8706ca9e4aa34b6ab5f1,67df97173c.com,Domain,"['A', 'B']"
Domain_50b6aae1b2838f056116567d454655172af542e95e8262a35c00e46d0955b206,50b6aae1b2.com,Domain,"['A', 'B']"
Domain_f9c2ad3d5b8c5efdaeb05b2d3565898afc7786efb89fd5567f541c0b303e673b,f9c2ad3d5b.com,Domain,"['A', 'B']"
Domain_2fb9b62f0c8ebf284412f24b5ec4c27dde25ce82d5451f6089807b295e09bddf,2fb9b62f0c.com,Domain,"['A', 'B']"
Domain_8135648753f682e659c4e615d4a691c891716895a75208bb7a96f990be16dfc8,8135648753.com,Domain,"['A', 'B']"
